"AY","semester","emplid_ID","GPA","CREDITS","DEGREE","StartDate","EndDate","duration","LocationLatitude","LocationLongitude","Q103","Q1","Q2","Q2_3_TEXT","Q3","Q4","Q4_6_TEXT","Q5","Q6","Q6_1_TEXT","Q6_2_TEXT","Q7","Q8","Q9","Q10","Q10_1_TEXT","Q10_2_TEXT","Q10_3_TEXT","Q10_4_TEXT","Q10_5_TEXT","Q10_6_TEXT","Q10_8_TEXT","Q11","Q12","Q13","Q14","Q14_6_TEXT","Q15","Q16","BSMS11_PR","BSMS12_PR","Q95","Q102"
"2024","Fall","24318339",2.645,49,"BA","2024-10-05","2024-10-05","4153","40.5978","-74.0001","11223","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology",NA,"0","1st year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"yemeni",NA,"Yes","Yes","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","how people see you and. how important to them is your opinion","whether you can become more or less important to people."
"2024","Fall","23980174",3.302,120,"BA","2024-09-09","2024-09-09","609","40.7653","-73.9589","10306","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology",NA,"3.2","4th year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"nigerian",NA,NA,NA,NA,NA,"Yes","No","No","Domestic partnership",NA,"Less than $60,000","$201-$400",NA,"Greater than $300,000","how many followers you have","influence people to takeactions"
"2024","Fall","24375857",3.586,72,"BE","2024-11-01","2024-11-01","755","40.6462","-73.9559","11226","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","BME",NA,"3.5","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"puerto rican",NA,NA,NA,NA,"Yes","Yes","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$100,000 to $150,000","how ur viewed socially","how you move in social settings"
"2024","Fall","24569864",3.45,80,"BS","2024-09-09","2024-09-09","857","40.8","-73.9763","10027","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Art",NA,"4","1st year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Chinese",NA,NA,NA,"Yes","No","Yes","Single",NA,"$100,000 to $150,000","Other ( Please specify):","I'm not working now","$60,000 to $99,999","Where financial and power level people are at comparing with others","The possibility of moving up and down in social status"
"2024","Fall","24521327",3.732,25,"BA","2024-09-07","2024-09-07","1932","40.6799","-74.0028","11249","2006","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"psych","4","1st year undergraduate","Yes","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","polish",NA,NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"$150,001 to $299,999","$200 or less",NA,"Greater than $300,000","someones representation","someone who gets around"
"2024","Fall","24044589",3.228,121,"BS","2024-09-08","2024-09-08","2870","40.7465","-73.909","11370","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.6","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Colombian",NA,NA,NA,NA,"Yes","Yes","No","Single",NA,"Less than $60,000","$801-$1000",NA,"$100,000 to $150,000","A tag gave to individuals according to their education, monetary situation, influences etc","The monetary hierarchy"
"2024","Fall","24315404",4,120,"BS","2024-09-25","2024-09-25","3251","40.66","-73.839","11417","2005","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"4","2nd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"Greater than $300,000","How the greater population of people perceive you.","Moving past how people perceive you initially"
"2024","Fall","24396125",2.432,42,"BA","2024-09-10","2024-09-10","984","40.8","-73.9763","10024","2005","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"not sure","3.5","2nd year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","German",NA,NA,NA,NA,NA,NA,"No","Yes","No","Single",NA,"Less than $60,000","$601-$800",NA,"Greater than $300,000","social class","how well your able to interact with people from different social classes"
"2024","Fall","24066764",3.533,75,"BA","2024-11-06","2024-11-06","933","40.8527","-73.9383","10033","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Part-time (Fewer than 12 credits)","Declared (Please specify major):","psychology",NA,"3.4","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Ecuadorian",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","0","$100,000 to $150,000","Where a persons stands in society.","Ones personal gain or lose. Going up or down."
"2024","Fall","24445449",3.004,66,"BS","2024-11-01","2024-11-01","1512","40.8231","-73.9513","11224","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Biology",NA,"3","1st year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"central asian",NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","Other ( Please specify):","don't work","Greater than $300,000","Social status refers to the position or rank of an individual within a social hierarchy.","Social mobility refers to the ability of individuals or groups to move within the social hierarchy, which can involve changes in economic status, education level, or occupational position. It reflects the degree to which people can improve"
"2024","Fall","24578700",4,63,"BS","2024-09-26","2024-09-26","3065","40.8231","-73.9513","10128","2001","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Chemistry","4","1st year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","Ashkenazi Jew",NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Other:","Engaged","$100,000 to $150,000","Other ( Please specify):","currently unemployed","$60,000 to $99,999","The social standing of a person, his place in society. Financially, relationship, intelligence, success.","The ability of an individual to ""move up or down the ladder"" of society."
"2024","Fall","24525664",3.916,62,"BA","2024-11-06","2024-11-06","1312","40.8231","-73.9513","10029","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"0","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","Is the type of life that you have","not sure"
"2024","Fall","24521327",3.732,25,"BA","2024-09-07","2024-09-07","456","40.6799","-74.0028","11249","2006","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"psychology","4","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Puerto rican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$150,001 to $299,999","$200 or less",NA,"$150,001 to $299,999","how known you are in your community or how people perceive you","how much you get around"
"2024","Fall","24523112",2.655,68,"BE","2024-09-18","2024-09-18","1179","40.6877","-73.9267","11233","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Computer Engineering","0","1st year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"African American",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Social status is a sort of gauge of how comfortable someones life is, whether it be financially, socially or physically.","Social Mobility is the change of ones own lifestyle."
"2024","Fall","24492143",3.628,64,"BA","2024-09-07","2024-09-07","3749","40.8547","-73.9218","10453","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"4","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Social status is a person's rank or position in society, based on things like wealth, job, and education, which affects how they are treated and what opportunities they have.","Social mobility is the ability to move up or down in social rank, usually through changes in income, education, or job."
"2024","Fall","24594837",3.492,71,"BS","2024-09-30","2024-09-30","734","40.8231","-73.9513","10027","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Biology","3.7","1st year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","Ukrainian",NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","A place in society that is usually categorized or goes together with class","Being able to move around in terms of social status"
"2024","Fall","24599794",3.042,55,"BS","2024-09-21","2024-09-21","1115","40.7162","-73.9229","10040","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"biochemistry","0","1st year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"palestinian and moroccan",NA,"Yes","Yes","No","Single",NA,"Less than $60,000","Other ( Please specify):","00","Greater than $300,000","a person's importance in society and how well regarded a person is","the ability to change the your ""standing""/importance within society"
"2024","Fall","24174433",3.436,129,"BS","2024-09-16","2024-09-16","1516","40.695","-73.791","11432","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.2","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Peru",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","I would define it as in what level you are in life like poor, mid income, wealthy","It means social classes"
"2024","Fall","24535497",3.455,51,"BA","2024-09-18","2024-09-18","3437","40.7484","-73.862","11356","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"4","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Puerto Rican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Popularity","Being able to be in different groups"
"2024","Fall","24427737",3.5,48,"BA","2024-09-15","2024-09-15","1163","40.8312","-73.9067","10451","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","economics",NA,"4","1st year undergraduate","Yes","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"dominican",NA,NA,NA,NA,NA,"Yes","No","No","Married",NA,"Less than $60,000","Other ( Please specify):","0","$100,000 to $150,000","social status is how high in regards you hold someone based on personal value.","movement between social classes"
"2024","Fall","24592340",3.711,57,"BS","2024-09-27","2024-09-30","260144","40.8231","-73.9513","10472","2006","Female",NA,"Female","Homosexual (as in ""lesbian"" or ""gay"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","biochem",NA,"0","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$60,000 to $99,999","The amount of value society gives you","the ability to gain more or lose more value to society"
"2024","Fall","24504058",3.47,62,"BA","2024-10-01","2024-10-01","977","40.6713","-73.8943","10452","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Sociology",NA,"0","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican-American",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","Less, I only do school","$60,000 to $99,999","where you're placed on society hierarchy","Social Mobility is like when you change your status from one class to another"
"2024","Fall","24529122",2.65,55,"BE","2024-09-21","2024-09-21","307","40.8518","-73.8705","10462","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Mechanical Engineering",NA,"3.8","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","0","$60,000 to $99,999","The class you are in based on money and job","The ability to move up or down the social classes"
"2024","Fall","24397357",3.494,85,"BA","2024-09-20","2024-09-20","2476","40.8231","-73.9513","10027","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology",NA,"3.5","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Puerto Rican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Social status is basically the position or rank a person holds within a society or a specific social group","Social mobility refers to the ability of someone, people, different groups and families to move up or move down the social or economic ladder in society"
"2024","Fall","24544204",3.593,61,"BS","2024-11-07","2024-11-07","771","40.6462","-73.9559","11226","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Biology",NA,"3.4","1st year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Haitian",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$100,000 to $150,000","Social status is your place in society like middle class or lower class.","Being able to move to and from different social classes"
"2024","Fall","23790458",3.085,114,"BS","2024-11-10","2024-11-10","1774","40.8703","-73.8525","10469","2000","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Applied Mathematics",NA,"2.8","3rd year undergraduate","No","Some other race, ethnicity or origin",NA,NA,NA,NA,NA,NA,"West Indian","No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","not sure","not sure"
"2024","Fall","24432912",3.552,52,"BS","2024-11-03","2024-11-07","350837","40.8703","-73.8525","10462","2007","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Biology",NA,"4","1st year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Ghanaian",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Social status is how significant a rank that a person holds in society.","This is when a person moves up the social status ladder."
"2024","Fall","24233464",2.84,90,"BA","2024-11-15","2024-11-15","1606","40.7597","-73.981","10011","2003","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$201-$400",NA,"$100,000 to $150,000","social status is where you are economically and socially","improving your social class"
"2024","Fall","24409962",3.763,65,"BA","2024-11-16","2024-11-16","835","40.7484","-73.862","11373","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Business","0","1st year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Social status refers to an individual's position or rank within a society or social group.","Social mobility refers to the movement of individuals or groups between different social positions within a society's social stratification system"
"2024","Fall","24198084",3.316,123,"BS","2024-11-16","2024-11-16","1104","40.9186","-73.8619","10704","2003","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.2","4th year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Nigerian American",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","Other ( Please specify):","$0","$100,000 to $150,000","Social status is how people perceive you.","Social mobility is how a person is able to navigate within a society."
"2024","Fall","24252310",3.422,60,"BE","2024-11-18","2024-11-18","1719","40.6739","-73.9358","11213","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Computer Science","0.000","1st year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Jamaican",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"$100,000 to $150,000","Other ( Please specify):","0","$100,000 to $150,000","A conglomeration of your academic depth, financial strength/security, and social network","the ability to raise oneselves recognized position within a social boundary"
"2024","Fall","24577040",3.283,18,"BS","2024-11-18","2024-11-18","5372","40.8231","-73.9513","11520","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","biology",NA,"3.7","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"ecuadorian",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$100,000 to $150,000","Other ( Please specify):","N/A","$100,000 to $150,000","where you stand economically ","change in social status"
"2024","Fall","24426331",2.337,51,"BS","2024-11-18","2024-11-18","1544","40.8231","-73.9513","10462","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"computer science ","0","1st year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Ghanaian",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","I define social status as you wealth and class in the world. For example lowerclass middle-class and upperclass. ","Being able to move social class."
"2024","Fall","24570974",3.966,52,"BS","2024-11-19","2024-11-19","4467","40.7196","-73.7463","11428","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Architecture ","3.75","1st year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi ",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","A persons rank within a society ","Move up or down in social status."
"2024","Fall","24361692",3.44,69,"BE","2024-11-19","2024-11-19","1250","40.66","-73.839","11420","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Civil Engineering","4.0","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$100,000 to $150,000","$200 or less",NA,"$100,000 to $150,000","where you stand in society","how you move up or down the worlds social ladder"
"2024","Fall","24359092",3.396,58,"BS","2024-11-20","2024-11-20","1068","40.6627","-73.9138","11221","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Biology ","0","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican ",NA,NA,NA,NA,"No","No","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$150,001 to $299,999","I define social status as the pedestal for those who can communicate and display their respectability and image.","I define social mobility as the change of the pedestal from social statuses "
"2024","Fall","24561549",3.45,56,"BA","2024-11-20","2024-11-20","1141","40.6994","-73.8883","11385","2006","Female",NA,"Female","Uncertain/Questioning",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Psychology or Business ","3.2","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican ",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"$60,000 to $99,999","How society ranks you from your background and education ","Not sure"
"2024","Fall","24314225",3.825,24,"BA","2024-11-20","2024-11-20","1486","40.8518","-73.8705","10472","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"sociology or bio","2.8","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"mexican",NA,NA,NA,NA,"Yes","No","No","Other:","dating","Less than $60,000","$200 or less",NA,"Less than 60,000","social status is a place you stand with others, as in the way they view you asan individual.","the ability to have the free will to either to better or stay where your at."
"2024","Fall","24318406",2.789,66,"BA","2024-11-21","2024-11-21","6826","40.5828","-73.9532","11204","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Electrical engineering ","3.7","1st year undergraduate","No","Some other race, ethnicity or origin",NA,NA,NA,NA,NA,NA,"Mixed Asian and white","Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Greater than $300,000","Reto me social status refers to a persons “rank”. That includes wealth, education, occupation, popularity and personal achievements. Social status can influence how people are viewed by others as well as opportunities and privileges they can get.","Social mobility is when a person can move up or down the social ladder within the society. They can move up by getting a better job and better wealth. They can move down by being jobless etc."
"2024","Fall","24318397",3.107,74,"BS","2024-11-22","2024-11-22","1568","40.8231","-73.9513","11228","2006","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology (BS)",NA,"3.4","1st year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Lebanese",NA,"Yes","Yes","No","Single",NA,"Less than $60,000","$200 or less",NA,"Greater than $300,000","How other perceive you our how wealthy you are","How accessible things are to you."
"2024","Fall","24523409",2.777,51,"BE","2024-11-22","2024-11-22","2294","40.6763","-73.9492","11205","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Computer engineering","3.9","1st year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","0","Greater than $300,000","How much one is socially recognized and respected.","One ability to access different social networks "
"2024","Fall","24333258",2.727,95,"BA","2024-11-23","2024-11-23","8270","40.7123","-74.0068","10453","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology BA",NA,"2.49","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","your ranking compared to others","the movement between the social ladder"
"2024","Fall","24417041",3.008,67,"BS","2024-11-24","2024-11-24","507","40.6627","-73.9138","11203","2005","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"computer science","3.0","2nd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"bangladeshi",NA,NA,NA,"No","No","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$100,000 to $150,000","wealth","moving up the ladder"
"2024","Fall","24409348",1.808,46,"BA","2024-11-25","2024-11-25","750","40.8231","-73.9513","10467","2005","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Economics",NA,"2.0","2nd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Indian",NA,NA,NA,"Yes","No","No","Single",NA,"$100,000 to $150,000","$200 or less",NA,"$150,001 to $299,999","The level of honor someone has in society.","The ability of someone to change their status in society."
"2024","Fall","24020747",2.3,72,"BA","2024-11-25","2024-11-25","647","40.8231","-73.9513","11224","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","english",NA,"2.1","4th year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Chinese",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$1001-$1200",NA,"Less than 60,000","social status is what defines a person's role in society.","Social mobility to me is income and living."
"2024","Fall","24361967",3.92,72,"BE","2024-11-25","2024-11-25","851","40.8231","-73.9513","11421","2006","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","civil engineering",NA,"3.8","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"ecuadorian",NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","its a way we measure our standings in everyday life ","the freedom and or flexibility to be abel ti act upon a public setting "
