danceability,mode,acousticness,valence,genre
0.674,0,1.77E-05,0.156,psytrance
0.65,0,0.0109,0.157,psytrance
0.631,0,0.00319,0.139,psytrance
0.771,1,0.00762,0.0627,psytrance
0.712,0,2.66E-05,0.206,psytrance
0.512,1,8.14E-05,0.153,psytrance
0.578,1,0.00173,0.0951,psytrance
0.688,1,0.00286,0.0397,psytrance
0.688,0,0.0571,0.457,psytrance
0.658,1,1.49E-05,0.486,psytrance
0.662,1,0.000787,0.461,psytrance
0.647,0,0.053,0.38,psytrance
0.58,0,0.00141,0.0625,psytrance
0.581,1,2.71E-05,0.0736,psytrance
0.658,0,0.000167,0.0741,psytrance
0.58,1,0.000152,0.104,psytrance
0.539,0,2.33E-05,0.271,psytrance
0.604,0,0.00438,0.115,psytrance
0.616,1,7.82E-05,0.175,psytrance
0.629,1,1.56E-05,0.127,psytrance
0.635,1,0.000186,0.196,psytrance
0.779,1,0.122,0.101,psytrance
0.628,0,0.00158,0.645,psytrance
0.504,1,0.000396,0.282,psytrance
0.68,1,0.000158,0.551,psytrance
0.534,1,0.022,0.0894,psytrance
0.666,0,0.000548,0.0577,psytrance
0.78,1,0.0114,0.498,psytrance
0.575,1,0.000267,0.242,psytrance
0.584,1,0.00017,0.0948,psytrance
0.631,0,5.78E-05,0.196,psytrance
0.661,0,0.00134,0.226,psytrance
0.583,0,0.00166,0.348,psytrance
0.632,1,1.85E-05,0.236,psytrance
0.759,1,0.00015,0.471,psytrance
0.621,1,0.00236,0.588,psytrance
0.649,0,0.000823,0.576,psytrance
0.588,0,6.24E-05,0.67,psytrance
0.462,1,9.11E-05,0.368,psytrance
0.576,0,0.000172,0.0382,psytrance
0.769,0,0.0112,0.262,psytrance
0.507,0,1.08E-05,0.119,psytrance
0.684,1,5.56E-06,0.441,psytrance
0.642,0,2.16E-05,0.355,psytrance
0.644,0,0.000837,0.079,psytrance
0.727,1,0.0186,0.39,psytrance
0.484,1,0.00965,0.662,psytrance
0.728,1,0.0036,0.0983,psytrance
0.615,0,0.00025,0.392,psytrance
0.648,1,0.00189,0.313,psytrance
0.689,1,0.000327,0.0376,psytrance
0.508,0,2.10E-05,0.227,psytrance
0.659,0,0.155,0.166,psytrance
0.683,1,5.49E-05,0.0372,psytrance
0.624,1,0.000113,0.198,psytrance
0.62,0,0.00872,0.106,psytrance
0.586,1,0.000853,0.2,psytrance
0.609,1,0.00294,0.256,psytrance
0.65,0,4.12E-05,0.337,psytrance
0.623,1,0.00126,0.113,psytrance
0.553,1,4.25E-05,0.138,psytrance
0.59,1,2.09E-05,0.371,psytrance
0.59,1,0.00035,0.279,psytrance
0.759,1,0.000645,0.0329,psytrance
0.553,0,0.000261,0.407,psytrance
0.667,1,0.00142,0.344,psytrance
0.684,1,6.27E-05,0.356,psytrance
0.73,1,0.00113,0.326,psytrance
0.622,1,0.00055,0.483,psytrance
0.618,0,0.000656,0.105,psytrance
0.651,0,0.00339,0.613,psytrance
0.579,0,0.000127,0.412,psytrance
0.621,1,3.11E-05,0.199,psytrance
0.577,0,0.000234,0.357,psytrance
0.512,1,8.14E-05,0.153,psytrance
0.762,1,0.000165,0.548,psytrance
0.574,0,0.000171,0.169,psytrance
0.699,0,0.000781,0.0352,psytrance
0.585,1,4.37E-05,0.327,psytrance
0.599,1,8.18E-05,0.303,psytrance
0.6,1,4.71E-05,0.448,psytrance
0.88,0,0.036,0.0861,psytrance
0.718,1,0.0143,0.0898,psytrance
0.664,1,8.02E-06,0.702,psytrance
0.787,1,0.0119,0.585,psytrance
0.593,0,0.00808,0.0749,psytrance
0.48,1,0.00998,0.227,psytrance
0.578,0,3.27E-05,0.198,psytrance
0.604,1,0.000412,0.454,psytrance
0.722,1,0.00672,0.296,psytrance
0.516,1,0.11,0.0912,psytrance
0.636,1,0.00135,0.0363,psytrance
0.574,0,7.17E-05,0.0387,psytrance
0.515,0,0.00193,0.29,psytrance
0.626,1,5.07E-05,0.627,psytrance
0.691,1,3.23E-05,0.819,psytrance
0.577,1,5.39E-05,0.312,psytrance
0.758,1,0.0039,0.234,psytrance
0.659,1,6.80E-06,0.53,psytrance
0.531,0,0.000145,0.129,psytrance
0.654,1,3.62E-05,0.298,psytrance
0.551,1,7.05E-05,0.125,psytrance
0.459,1,0.00157,0.0394,psytrance
0.595,0,5.88E-05,0.47,psytrance
0.551,1,4.89E-06,0.302,psytrance
0.408,0,0.00385,0.0675,psytrance
0.641,1,2.45E-05,0.284,psytrance
0.634,0,7.42E-05,0.103,psytrance
0.646,0,0.000542,0.147,psytrance
0.67,1,0.00592,0.698,psytrance
0.619,1,1.65E-05,0.322,psytrance
0.671,1,4.28E-05,0.225,psytrance
0.641,0,0.000629,0.0585,psytrance
0.659,1,0.0024,0.228,psytrance
0.48,1,8.53E-05,0.437,psytrance
0.721,0,0.017,0.318,psytrance
0.514,1,4.82E-05,0.0389,psytrance
0.52,1,0.000333,0.183,psytrance
0.561,0,0.00965,0.146,psytrance
0.606,1,0.000552,0.065,psytrance
0.674,0,0.00612,0.0559,psytrance
0.574,1,0.000814,0.215,psytrance
0.612,0,0.00125,0.49,psytrance
0.716,1,0.0216,0.181,psytrance
0.566,1,0.000516,0.529,psytrance
0.737,0,0.00361,0.351,psytrance
0.653,1,5.03E-05,0.336,psytrance
0.595,1,7.19E-05,0.542,psytrance
0.62,0,5.84E-05,0.153,psytrance
0.709,1,2.05E-05,0.0522,psytrance
0.609,1,4.57E-05,0.155,psytrance
0.492,1,0.238,0.0965,psytrance
0.696,0,0.00593,0.214,psytrance
0.707,0,0.0458,0.0348,psytrance
0.508,0,7.29E-05,0.492,psytrance
0.572,0,0.000131,0.537,psytrance
0.574,0,0.000188,0.311,psytrance
0.714,1,0.0018,0.496,psytrance
0.665,0,0.00105,0.169,psytrance
0.605,1,3.43E-05,0.0719,psytrance
0.76,1,8.39E-05,0.236,psytrance
0.645,0,0.00732,0.292,psytrance
0.662,1,9.35E-06,0.355,psytrance
0.621,1,0.000224,0.586,psytrance
0.556,1,6.39E-05,0.148,psytrance
0.733,0,0.000447,0.59,psytrance
0.59,0,0.000214,0.0391,psytrance
0.612,1,0.000337,0.183,psytrance
0.625,1,0.000266,0.5,psytrance
0.671,0,2.30E-05,0.508,psytrance
0.683,1,4.07E-05,0.426,psytrance
0.637,1,0.163,0.632,psytrance
0.57,1,0.00325,0.192,psytrance
0.635,1,0.000721,0.551,psytrance
0.68,0,0.011,0.339,psytrance
0.745,0,0.0706,0.259,psytrance
0.614,0,0.00376,0.427,psytrance
0.702,1,0.000268,0.0676,psytrance
0.579,0,5.75E-05,0.132,psytrance
0.49,1,0.000222,0.287,psytrance
0.737,0,0.0002,0.373,psytrance
0.689,0,0.00765,0.369,psytrance
0.571,1,1.45E-05,0.583,psytrance
0.577,1,0.000505,0.378,psytrance
0.457,1,0.000125,0.0997,psytrance
0.408,0,0.0199,0.548,psytrance
0.541,1,6.18E-05,0.145,psytrance
0.596,0,0.000268,0.262,psytrance
0.653,0,1.54E-05,0.31,psytrance
0.649,0,0.00646,0.303,psytrance
0.759,1,0.00281,0.0799,psytrance
0.652,1,7.36E-05,0.174,psytrance
0.638,1,0.00103,0.19,psytrance
0.724,1,0.0608,0.38,psytrance
0.546,1,0.000606,0.318,psytrance
0.592,1,0.000219,0.21,psytrance
0.543,1,0.000627,0.12,psytrance
0.635,0,0.000463,0.0769,psytrance
0.629,0,4.58E-05,0.219,psytrance
0.736,1,0.000632,0.0431,psytrance
0.793,1,0.00369,0.0369,psytrance
0.63,1,0.00841,0.136,psytrance
0.754,0,0.000238,0.0348,psytrance
0.654,0,0.000972,0.542,psytrance
0.554,0,9.17E-05,0.241,psytrance
0.527,0,6.94E-05,0.0377,psytrance
0.74,0,0.000832,0.0357,psytrance
0.51,0,0.000948,0.343,psytrance
0.636,1,0.000157,0.0472,psytrance
0.748,1,0.00181,0.228,psytrance
0.705,0,0.000309,0.498,psytrance
0.578,1,0.000941,0.0704,psytrance
0.63,1,0.017,0.131,psytrance
0.55,1,4.82E-05,0.179,psytrance
0.667,1,0.000963,0.21,psytrance
0.631,0,2.96E-05,0.523,psytrance
0.607,1,1.47E-05,0.398,psytrance
0.636,0,8.21E-05,0.121,psytrance
0.623,1,0.000192,0.395,psytrance
0.685,0,5.33E-05,0.216,psytrance
0.688,1,0.000436,0.0388,psytrance
0.667,0,1.73E-05,0.713,psytrance
0.7,1,0.009,0.156,psytrance
0.699,1,0.000139,0.202,psytrance
0.647,1,0.00666,0.451,psytrance
0.652,1,0.000238,0.03,psytrance
0.356,1,0.00241,0.533,psytrance
0.685,1,0.00252,0.541,psytrance
0.727,1,0.0149,0.102,psytrance
0.687,1,3.34E-05,0.784,psytrance
0.543,0,0.000183,0.378,psytrance
0.64,1,0.00012,0.387,psytrance
0.671,1,0.000103,0.0362,psytrance
0.63,1,5.55E-05,0.517,psytrance
0.646,1,6.81E-06,0.0947,psytrance
0.715,1,0.000343,0.31,psytrance
0.481,1,0.000138,0.149,psytrance
0.734,1,0.000676,0.423,psytrance
0.76,0,0.000103,0.191,psytrance
0.744,1,0.00222,0.2,psytrance
0.648,1,0.0101,0.0902,psytrance
0.709,0,0.00418,0.035,psytrance
0.512,1,8.44E-05,0.0966,psytrance
0.598,0,0.000808,0.0996,psytrance
0.6,1,0.000777,0.0357,psytrance
0.643,1,2.89E-05,0.185,psytrance
0.461,1,0.000357,0.0316,psytrance
0.477,0,7.44E-05,0.439,psytrance
0.64,1,5.89E-05,0.13,psytrance
0.759,1,0.000645,0.0329,psytrance
0.6,1,0.000783,0.266,psytrance
0.676,0,0.0169,0.0954,psytrance
0.493,0,6.68E-05,0.104,psytrance
0.67,1,0.000373,0.0397,psytrance
0.776,1,0.033,0.31,psytrance
0.621,0,0.00272,0.358,psytrance
0.686,1,0.000376,0.0837,psytrance
0.559,1,8.41E-05,0.14,psytrance
0.833,0,0.00369,0.189,psytrance
0.496,1,0.000151,0.0621,psytrance
0.619,0,0.00199,0.468,psytrance
0.734,1,0.000175,0.151,psytrance
0.569,0,1.34E-05,0.541,psytrance
0.572,1,0.000382,0.119,psytrance
0.664,0,7.46E-05,0.335,psytrance
0.619,0,0.00199,0.468,psytrance
0.479,1,2.57E-05,0.367,psytrance
0.546,1,0.0133,0.138,psytrance
0.656,0,0.000775,0.158,psytrance
0.58,1,9.05E-05,0.185,psytrance
0.629,1,0.268,0.117,psytrance
0.632,1,7.46E-06,0.628,psytrance
0.638,1,0.000227,0.152,psytrance
0.579,0,6.44E-06,0.326,psytrance
0.686,1,0.000127,0.0894,psytrance
0.55,1,6.37E-05,0.192,psytrance
0.683,1,0.00387,0.0959,psytrance
0.514,1,0.000276,0.219,psytrance
0.748,1,1.40E-05,0.473,psytrance
0.754,0,0.00649,0.175,psytrance
0.608,1,5.17E-05,0.335,psytrance
0.581,0,0.000216,0.0387,psytrance
0.658,0,0.0106,0.234,psytrance
0.638,0,0.00211,0.0603,psytrance
0.614,1,0.000664,0.359,psytrance
0.587,0,0.00677,0.234,psytrance
0.538,1,0.00153,0.254,psytrance
0.497,0,0.0133,0.328,psytrance
0.611,1,1.38E-05,0.329,psytrance
0.54,1,0.000125,0.307,psytrance
0.636,0,1.79E-05,0.371,psytrance
0.715,0,0.0479,0.614,psytrance
0.632,1,0.00654,0.239,psytrance
0.563,0,0.000106,0.204,psytrance
0.583,0,0.0655,0.296,psytrance
0.655,1,0.000393,0.508,psytrance
0.609,0,0.000689,0.768,psytrance
0.467,0,0.00237,0.0396,psytrance
0.594,1,0.000287,0.0962,psytrance
0.513,0,2.05E-05,0.513,psytrance
0.525,0,3.97E-05,0.475,psytrance
0.627,1,0.00126,0.453,psytrance
0.59,0,0.00141,0.36,psytrance
0.463,0,0.000553,0.0352,psytrance
0.581,0,0.000257,0.0604,psytrance
0.541,0,0.000155,0.149,psytrance
0.65,1,0.000315,0.196,psytrance
0.617,1,0.000143,0.123,psytrance
0.532,0,0.000725,0.153,psytrance
0.712,1,0.000253,0.249,psytrance
0.69,1,0.000456,0.22,psytrance
0.72,1,0.000515,0.117,psytrance
0.626,0,0.00121,0.282,psytrance
0.682,0,0.112,0.534,psytrance
0.553,0,4.03E-05,0.594,psytrance
0.655,0,0.000289,0.162,psytrance
0.55,1,0.00024,0.0377,psytrance
0.677,1,0.0137,0.423,psytrance
0.533,1,1.46E-05,0.321,psytrance
0.35,0,0.0476,0.185,psytrance
0.538,1,0.000402,0.118,psytrance
0.631,1,1.20E-05,0.454,psytrance
0.612,1,0.00208,0.0796,psytrance
0.725,1,0.00285,0.0393,psytrance
0.481,0,1.82E-05,0.346,psytrance
0.344,0,0.00339,0.0875,psytrance
0.585,1,4.44E-05,0.242,psytrance
0.539,1,8.13E-05,0.0673,psytrance
0.666,1,0.000473,0.157,psytrance
0.687,0,0.319,0.548,psytrance
0.63,0,0.000156,0.0999,psytrance
0.632,1,1.60E-05,0.373,psytrance
0.596,0,0.000335,0.501,psytrance
0.525,1,5.52E-05,0.143,psytrance
0.602,1,0.000704,0.543,psytrance
0.68,0,0.000518,0.356,psytrance
0.683,1,0.0401,0.261,psytrance
0.618,0,2.37E-05,0.657,psytrance
0.552,1,0.000239,0.061,psytrance
0.757,1,0.00877,0.313,psytrance
0.684,1,0.00577,0.179,psytrance
0.724,1,0.114,0.0963,psytrance
0.745,1,0.000195,0.322,psytrance
0.65,0,1.09E-05,0.515,psytrance
0.606,0,4.85E-05,0.154,psytrance
0.639,0,0.00255,0.155,psytrance
0.624,1,8.86E-05,0.223,psytrance
0.66,1,0.0156,0.0856,psytrance
0.671,1,0.000103,0.0362,psytrance
0.623,0,0.00386,0.632,psytrance
0.654,1,3.62E-05,0.298,psytrance
0.538,0,0.000863,0.224,psytrance
0.589,1,0.000302,0.511,psytrance
0.611,1,8.63E-05,0.155,psytrance
0.635,1,0.0111,0.235,psytrance
0.527,0,0.000109,0.203,psytrance
0.538,1,1.67E-05,0.382,psytrance
0.605,0,0.000324,0.291,psytrance
0.708,1,0.000837,0.0581,psytrance
0.642,1,0.00083,0.0782,psytrance
0.521,1,0.000241,0.186,psytrance
0.691,1,0.00108,0.048,psytrance
0.47,1,2.12E-05,0.355,psytrance
0.592,0,2.47E-05,0.438,psytrance
0.585,0,4.18E-05,0.289,psytrance
0.679,0,0.00504,0.32,psytrance
0.586,1,5.21E-05,0.339,psytrance
0.601,1,0.000242,0.292,psytrance
0.641,0,0.000241,0.133,psytrance
0.629,1,0.000137,0.165,psytrance
0.749,1,0.0032,0.034,psytrance
0.413,1,0.0362,0.043,psytrance
0.619,1,0.00121,0.159,psytrance
0.56,0,0.0035,0.495,psytrance
0.693,1,3.43E-05,0.27,psytrance
0.613,0,2.97E-05,0.304,psytrance
0.699,1,0.00182,0.307,psytrance
0.774,1,0.000249,0.116,psytrance
0.618,1,0.0011,0.157,psytrance
0.674,0,0.000608,0.338,psytrance
0.588,1,0.00045,0.159,psytrance
0.68,1,4.81E-05,0.0671,psytrance
0.632,0,0.00021,0.0346,psytrance
0.609,0,0.00137,0.39,psytrance
0.513,1,0.0764,0.232,psytrance
0.696,0,0.000401,0.397,psytrance
0.538,0,0.00489,0.0366,psytrance
0.817,1,0.00662,0.125,psytrance
0.587,1,0.000225,0.072,psytrance
0.651,0,0.00206,0.379,psytrance
0.569,1,0.000148,0.317,psytrance
0.56,1,3.54E-05,0.443,psytrance
0.831,1,0.00154,0.689,psytrance
0.651,1,0.000125,0.0786,psytrance
0.493,0,0.00614,0.0391,psytrance
0.545,1,0.000908,0.31,psytrance
0.625,1,3.66E-05,0.434,psytrance
0.749,1,0.000919,0.382,psytrance
0.6,0,0.00161,0.481,psytrance
0.677,1,4.79E-05,0.0395,psytrance
0.727,1,0.0149,0.102,psytrance
0.364,1,0.000873,0.0493,psytrance
0.641,1,0.000177,0.589,psytrance
0.637,0,3.49E-05,0.362,psytrance
0.575,0,0.00181,0.415,psytrance
0.53,1,0.00396,0.12,psytrance
0.633,0,0.00114,0.116,psytrance
0.576,1,0.000579,0.42,psytrance
0.685,1,8.18E-05,0.386,psytrance
0.665,1,0.000481,0.101,psytrance
0.598,0,2.57E-05,0.313,psytrance
0.67,1,0.000125,0.365,psytrance
0.657,0,0.00301,0.508,psytrance
0.602,0,0.00181,0.176,psytrance
0.522,1,0.000504,0.19,psytrance
0.506,0,0.00034,0.59,psytrance
0.744,1,0.0309,0.19,psytrance
0.528,0,1.77E-05,0.317,psytrance
0.745,1,0.00159,0.0373,psytrance
0.522,0,0.000211,0.221,psytrance
0.764,1,0.0139,0.243,psytrance
0.537,1,0.000219,0.0574,psytrance
0.665,1,1.67E-05,0.399,psytrance
0.691,0,9.34E-05,0.396,psytrance
0.296,0,0.00074,0.132,psytrance
0.508,0,6.49E-05,0.396,psytrance
0.72,1,0.000189,0.17,psytrance
0.621,0,0.000487,0.152,psytrance
0.475,1,1.47E-05,0.208,psytrance
0.662,0,0.0282,0.193,psytrance
0.658,0,0.000167,0.0741,psytrance
0.783,1,0.000858,0.191,psytrance
0.567,0,0.000447,0.106,psytrance
0.606,1,9.43E-05,0.51,psytrance
0.542,0,0.000156,0.0756,psytrance
0.702,0,4.97E-05,0.0445,psytrance
0.708,1,0.000131,0.0506,psytrance
0.648,0,0.000397,0.0613,psytrance
0.469,1,0.000171,0.278,psytrance
0.639,0,0.00841,0.0533,psytrance
0.569,0,4.20E-05,0.115,psytrance
0.633,0,0.000314,0.527,psytrance
0.598,1,0.00339,0.54,psytrance
0.61,1,0.0455,0.0381,psytrance
0.669,1,0.000485,0.129,psytrance
0.635,1,0.000294,0.355,psytrance
0.462,1,7.62E-05,0.138,psytrance
0.581,1,0.000149,0.584,psytrance
0.677,1,0.000757,0.468,psytrance
0.61,1,0.000602,0.0879,psytrance
0.418,1,1.07E-05,0.194,psytrance
0.645,1,3.64E-05,0.297,psytrance
0.507,0,0.000228,0.385,psytrance
0.577,0,0.00031,0.463,psytrance
0.672,1,0.078,0.226,psytrance
0.629,1,0.00137,0.179,psytrance
0.754,1,0.00156,0.429,psytrance
0.675,0,0.000169,0.103,psytrance
0.666,1,2.04E-05,0.297,psytrance
0.6,1,0.000193,0.679,psytrance
0.599,0,1.44E-05,0.298,psytrance
0.537,1,6.63E-05,0.326,psytrance
0.606,0,0.00631,0.088,psytrance
0.507,0,0.000335,0.182,psytrance
0.456,0,0.0081,0.105,psytrance
0.565,1,0.000367,0.244,psytrance
0.642,0,0.0646,0.273,psytrance
0.691,1,0.00366,0.108,psytrance
0.659,0,0.0143,0.527,psytrance
0.404,1,0.00183,0.419,psytrance
0.548,0,8.61E-05,0.471,psytrance
0.581,1,0.00042,0.0591,psytrance
0.525,0,0.00028,0.334,psytrance
0.53,0,3.78E-05,0.365,psytrance
0.593,0,0.000447,0.037,psytrance
0.568,1,0.000183,0.25,psytrance
0.565,1,9.09E-05,0.375,psytrance
0.619,1,0.0066,0.301,psytrance
0.595,0,7.08E-06,0.216,psytrance
0.645,0,0.000974,0.197,psytrance
0.669,0,0.00336,0.0636,psytrance
0.384,1,0.00757,0.233,psytrance
0.644,1,1.68E-05,0.761,psytrance
0.527,0,0.000217,0.322,psytrance
0.546,1,0.000606,0.318,psytrance
0.572,0,0.000363,0.452,psytrance
0.62,1,0.00273,0.315,psytrance
0.568,1,1.77E-05,0.338,psytrance
0.581,0,8.82E-05,0.169,psytrance
0.645,1,0.000268,0.374,psytrance
0.711,1,6.60E-05,0.839,psytrance
0.613,0,0.0027,0.169,psytrance
0.71,1,4.14E-05,0.312,psytrance
0.522,0,3.57E-05,0.0969,psytrance
0.522,1,0.0152,0.151,psytrance
0.608,1,4.46E-05,0.0393,psytrance
0.677,0,8.15E-05,0.181,psytrance
0.712,1,0.000293,0.208,psytrance
0.589,1,2.97E-05,0.424,psytrance
0.611,1,0.0796,0.235,psytrance
0.613,1,9.37E-06,0.417,psytrance
0.339,0,0.00605,0.34,psytrance
0.477,1,0.0113,0.245,psytrance
0.496,0,0.000562,0.208,psytrance
0.629,0,0.00233,0.443,psytrance
0.674,0,0.00642,0.244,psytrance
0.54,0,2.43E-05,0.108,psytrance
0.586,0,5.65E-05,0.235,psytrance
0.682,0,0.000675,0.14,psytrance
0.594,0,0.000615,0.756,psytrance
0.615,1,0.000371,0.192,psytrance
0.583,1,0.000255,0.31,psytrance
0.656,1,2.55E-05,0.403,psytrance
0.556,1,4.15E-05,0.0561,psytrance
0.554,0,1.41E-05,0.602,psytrance
0.628,1,0.000168,0.0387,psytrance
0.532,0,0.000128,0.241,psytrance
0.646,1,0.00305,0.418,psytrance
0.628,1,0.000109,0.681,psytrance
0.574,0,0.000496,0.47,psytrance
0.618,0,6.34E-05,0.342,psytrance
0.625,0,0.00306,0.0738,psytrance
0.66,1,0.000169,0.295,psytrance
0.625,1,1.54E-05,0.22,psytrance
0.628,1,0.00675,0.636,psytrance
0.667,1,0.000131,0.0719,psytrance
0.616,1,2.85E-05,0.288,psytrance
0.575,1,0.000305,0.514,psytrance
0.509,0,1.74E-05,0.453,psytrance
0.588,1,0.000114,0.318,psytrance
0.718,1,0.00187,0.0228,psytrance
0.504,1,0.00557,0.357,psytrance
0.663,0,0.0181,0.225,psytrance
0.578,1,1.73E-05,0.525,psytrance
0.666,1,0.000675,0.0321,psytrance
0.789,0,0.00954,0.188,psytrance
0.577,1,0.000345,0.502,psytrance
0.708,0,8.67E-05,0.545,psytrance
0.632,0,0.00129,0.13,psytrance
0.534,1,0.022,0.0894,psytrance
0.76,0,0.000103,0.191,psytrance
0.47,0,0.00126,0.0379,psytrance
0.666,1,0.0575,0.209,psytrance
0.713,0,0.0052,0.203,psytrance
0.609,0,0.000619,0.159,psytrance
0.47,1,4.53E-05,0.276,psytrance
0.62,1,0.000552,0.104,psytrance
0.641,0,0.00143,0.244,psytrance
0.619,0,0.000671,0.0382,psytrance
0.576,0,0.000172,0.0382,psytrance
0.525,0,0.00013,0.111,psytrance
0.65,1,0.000223,0.377,psytrance
0.536,0,0.000118,0.661,psytrance
0.504,0,0.000858,0.284,psytrance
0.609,1,0.000167,0.175,psytrance
0.611,1,0.000169,0.151,psytrance
0.679,0,0.00602,0.596,psytrance
0.558,1,0.000534,0.049,psytrance
0.695,1,0.00039,0.331,psytrance
0.517,0,0.000999,0.0872,psytrance
0.543,1,0.0524,0.392,psytrance
0.624,0,0.000154,0.264,psytrance
0.681,0,0.000224,0.043,psytrance
0.748,0,0.00154,0.192,psytrance
0.777,0,0.000314,0.0616,psytrance
0.631,0,0.000135,0.139,psytrance
0.726,1,0.00119,0.12,psytrance
0.636,1,0.000104,0.0341,psytrance
0.642,0,0.00347,0.212,psytrance
0.715,1,0.00446,0.377,psytrance
0.533,1,0.000292,0.587,psytrance
0.63,1,0.00022,0.351,psytrance
0.66,0,4.55E-05,0.38,psytrance
0.464,0,0.000377,0.0396,psytrance
0.608,1,4.46E-05,0.0393,psytrance
0.628,0,0.00141,0.184,psytrance
0.503,0,9.25E-05,0.282,psytrance
0.583,1,1.13E-05,0.472,psytrance
0.616,1,9.93E-05,0.172,psytrance
0.754,0,0.016,0.498,psytrance
0.625,1,0.00316,0.564,psytrance
0.563,1,0.000161,0.16,psytrance
0.728,0,0.00474,0.0788,psytrance
0.603,0,0.00348,0.15,psytrance
0.563,0,3.16E-05,0.277,psytrance
0.525,0,2.33E-05,0.0801,psytrance
0.695,1,0.00106,0.0386,psytrance
0.645,1,3.62E-05,0.194,psytrance
0.692,0,0.000389,0.191,psytrance
0.695,1,0.00616,0.0373,psytrance
0.593,1,0.000428,0.0902,psytrance
0.748,1,0.0161,0.0635,psytrance
0.636,1,0.000187,0.361,psytrance
0.464,1,1.88E-05,0.249,psytrance
0.549,0,0.00011,0.656,psytrance
0.403,1,0.000682,0.0702,psytrance
0.504,0,0.000116,0.618,psytrance
0.584,1,1.26E-05,0.396,psytrance
0.655,1,0.00223,0.0679,psytrance
0.738,0,0.0443,0.0392,psytrance
0.618,1,0.00115,0.411,psytrance
0.624,0,3.69E-05,0.184,psytrance
0.576,1,3.78E-05,0.585,psytrance
0.645,1,3.64E-05,0.297,psytrance
0.613,0,3.40E-05,0.312,psytrance
0.627,1,0.00145,0.177,psytrance
0.585,0,0.0142,0.0574,psytrance
0.594,1,0.000119,0.0381,psytrance
0.718,1,0.00361,0.141,psytrance
0.634,1,0.000105,0.528,psytrance
0.666,0,0.00294,0.154,psytrance
0.671,1,0.0207,0.137,psytrance
0.591,1,0.00509,0.146,psytrance
0.75,1,0.00742,0.046,psytrance
0.54,1,0.000216,0.0379,psytrance
0.561,1,3.35E-05,0.379,psytrance
0.485,0,0.00291,0.597,psytrance
0.628,0,0.000598,0.591,psytrance
0.812,1,0.00633,0.415,psytrance
0.632,1,0.000308,0.083,psytrance
0.673,0,3.63E-05,0.618,psytrance
0.693,0,0.0255,0.175,psytrance
0.597,1,0.000268,0.65,psytrance
0.461,1,0.000282,0.227,psytrance
0.529,1,6.73E-05,0.176,psytrance
0.536,1,0.000468,0.138,psytrance
0.518,1,0.00614,0.0876,psytrance
0.563,0,0.000172,0.353,psytrance
0.573,0,0.0362,0.727,psytrance
0.664,1,0.00303,0.644,psytrance
0.588,1,0.000169,0.392,psytrance
0.588,0,0.000142,0.0996,psytrance
0.725,0,7.78E-05,0.521,psytrance
0.687,1,0.00413,0.055,psytrance
0.837,1,0.008,0.539,psytrance
0.42,0,0.00167,0.143,psytrance
0.665,0,1.29E-05,0.334,psytrance
0.588,1,0.000262,0.206,psytrance
0.346,1,0.00216,0.0398,psytrance
0.689,1,7.01E-05,0.198,psytrance
0.634,0,0.00028,0.369,psytrance
0.614,0,0.0046,0.0388,psytrance
0.531,0,0.000302,0.185,psytrance
0.54,1,0.0241,0.138,psytrance
0.69,1,9.75E-06,0.105,psytrance
0.655,0,0.011,0.101,psytrance
0.668,1,0.000244,0.238,psytrance
0.566,0,0.000524,0.108,psytrance
0.712,0,0.00083,0.257,psytrance
0.559,0,2.31E-05,0.0434,psytrance
0.687,0,0.000665,0.114,psytrance
0.643,1,0.000337,0.577,psytrance
0.721,1,1.75E-05,0.402,psytrance
0.59,0,0.0015,0.105,psytrance
0.562,1,0.000178,0.128,psytrance
0.528,0,0.000867,0.831,psytrance
0.6,0,0.000119,0.175,psytrance
0.67,1,0.000281,0.14,psytrance
0.583,0,0.00168,0.12,psytrance
0.729,1,0.0419,0.265,psytrance
0.634,0,0.00221,0.57,psytrance
0.63,1,7.65E-06,0.291,psytrance
0.653,1,0.00769,0.399,psytrance
0.626,0,0.00121,0.282,psytrance
0.611,0,0.000149,0.184,psytrance
0.689,1,3.10E-05,0.423,psytrance
0.671,1,0.000317,0.202,psytrance
0.657,1,0.0118,0.067,psytrance
0.571,1,3.75E-05,0.311,psytrance
0.559,1,0.000162,0.335,psytrance
0.51,0,0.00194,0.0319,psytrance
0.794,0,0.0427,0.393,psytrance
0.611,1,0.000269,0.406,psytrance
0.628,1,0.000135,0.686,psytrance
0.549,1,0.000329,0.206,psytrance
0.602,1,0.00237,0.212,psytrance
0.65,1,0.000358,0.477,psytrance
0.608,1,4.46E-05,0.0393,psytrance
0.778,1,0.0425,0.0893,psytrance
0.591,1,0.000479,0.749,psytrance
0.571,0,0.000226,0.0528,psytrance
0.581,0,0.00342,0.202,psytrance
0.632,1,0.000308,0.083,psytrance
0.618,1,4.35E-05,0.583,psytrance
0.734,0,0.00734,0.517,psytrance
0.634,0,0.00025,0.0395,psytrance
0.655,1,0.000128,0.36,psytrance
0.616,1,3.56E-05,0.582,psytrance
0.789,0,0.00589,0.036,psytrance
0.693,1,3.43E-05,0.27,psytrance
0.603,1,7.44E-05,0.571,psytrance
0.609,0,0.000619,0.159,psytrance
0.545,1,5.38E-05,0.431,psytrance
0.64,1,9.67E-05,0.0802,psytrance
