"","sex","age","student","employed","sleep","courses","studying","gpa","attend","cigarett","coffee","soda","tv","alcohol","dogs","cats","parents","sexual","condoms","accident","speed","physical","intellig","money","car","stress","relaxed","worry","notblue","disturbe","upset","mood","swings","irritate","blue","intell.","money.","car.","stress.","relax.","worry.","notblue.","disturb.","upset.","mood.","swings.","irritat.","blue.","attend.","condom.","speed.","neur","drink"
"409","Male  ",19,"Full-time","Not employed",5,5,10,3,"Always   ",0,0,1,10,3,1,2,"No ","Yes","Rarely   ",2,"Always   ",14,"Agree            ","Agree            ","Strongly Disagree","Strongly Agree   ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Often","Strongly Disagree","Always","Disagree","Often","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Rarely","Always",27,"Yes"
"410","Male  ",18,"Full-time","Not employed",6,6,8,3.9,"Always   ",0,0,9,16,0,0,0,"Yes","No ","         ",0,"Often    ",12,"Agree            ","Agree            ","Neutral          ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Strongly Agree   ","Neutral          ","Agree            ","Agree            ","Disagree         ","Disagree         ","Agree            ","Often","Often","Neutral","Always","Often","Always","Strongly Disagree","Neutral","Often","Often","Disagree","Disagree","Often","Always",NA,"Often",34,"No"
"411","Male  ",18,"Full-time","Not employed",9,5,15,NA,"Always   ",0,0,10,1,12,0,0,"No ","Yes","Often    ",0,"Rarely   ",4,"Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Agree            ","Neutral          ","Neutral          ","Often","Neutral","Neutral","Neutral","Neutral","Often","Neutral","Neutral","Neutral","Often","Often","Neutral","Neutral","Always","Often","Rarely",33,"Yes"
"412","Male  ",28,"Part-time","Not employed",7,2,20,NA,"Never    ",20,14,16,6,9,1,0,"No ","Yes","Rarely   ",0,"Often    ",2,"Agree            ","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Often","Neutral","Neutral","Neutral","Often","Often","Neutral","Neutral","Often","Neutral","Often","Neutral","Neutral","Never","Rarely","Often",34,"Yes"
"413","Male  ",19,"Full-time","Part-time   ",6,4,10,3.5,"Always   ",0,1,20,1,0,0,0,"Yes","No ","         ",0,"Sometimes",1,"Agree            ","Neutral          ","Strongly Disagree","Disagree         ","Agree            ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Strongly Disagree","Disagree         ","Often","Neutral","Strongly Disagree","Disagree","Disagree","Often","Neutral","Neutral","Neutral","Neutral","Disagree","Strongly Disagree","Disagree","Always",NA,"Sometims",25,"No"
"414","Male  ",21,"Full-time","Full-time   ",7,4,27.5,2.5,"Always   ",12.5,0,1,2,3,0,0,"Yes","Yes","Often    ",2,"Sometimes",15,"Agree            ","Neutral          ","Strongly Agree   ","Agree            ","Agree            ","Neutral          ","Disagree         ","Neutral          ","Agree            ","Disagree         ","Strongly Disagree","Neutral          ","Disagree         ","Often","Neutral","Always","Often","Disagree","Neutral","Often","Neutral","Often","Disagree","Strongly Disagree","Neutral","Disagree","Always","Often","Sometims",28,"Yes"
"415","Male  ",21,"Full-time","Not employed",8,4,9,3.5,"Always   ",0,0,1,6,0,0,0,"Yes","No ","         ",2,"Sometimes",5,"Agree            ","Agree            ","Agree            ","Disagree         ","Agree            ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Often","Often","Often","Disagree","Disagree","Disagree","Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","Always",NA,"Sometims",23,"No"
"416","Male  ",20,"Full-time","Part-time   ",11,5,20,4,"Always   ",0,0,10,5,0,0,0,"Yes","No ","         ",0,"Always   ",15,"Strongly Agree   ","Neutral          ","Disagree         ","Strongly Agree   ","Agree            ","                 ","Strongly Agree   ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Always","Neutral","Disagree","Always","Disagree",NA,"Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always",NA,"Always",20,"No"
"417","Male  ",18,"Full-time","Part-time   ",5,4,10,3.5,"Always   ",0,0,4,2,0,0,0,"Yes","No ","         ",1,"Often    ",5,"Neutral          ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Neutral","Neutral","Disagree","Neutral","Neutral","Often","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","Always",NA,"Often",26,"No"
"418","Male  ",20,"Full-time","Full-time   ",5.5,4,2,2.3,"Always   ",0,0,10,8,0,0,0,"Yes","No ","         ",1,"Always   ",20,"Neutral          ","Agree            ","Strongly Agree   ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Agree            ","Strongly Agree   ","Agree            ","Neutral","Often","Always","Always","Often","Always","Often","Disagree","Disagree","Often","Often","Always","Often","Always",NA,"Always",39,"No"
"419","Male  ",18,"Full-time","Not employed",6,4,3,3.5,"Always   ",0,0,25,5,0,1,1,"Yes","No ","         ",0,"Sometimes",6,"Agree            ","Neutral          ","Strongly Disagree","Disagree         ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Strongly Disagree","Disagree         ","Disagree         ","Strongly Disagree","Neutral          ","Strongly Disagree","Often","Neutral","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Neutral","Strongly Disagree","Always",NA,"Sometims",16,"No"
"420","Male  ",19,"Full-time","Not employed",6.5,4,5,3,"Always   ",0,0,10,4,0,2,0,"Yes","No ","         ",1,"Often    ",2,"Agree            ","Disagree         ","Strongly Disagree","Disagree         ","Agree            ","Neutral          ","Disagree         ","Strongly Disagree","Agree            ","Strongly Disagree","Disagree         ","Strongly Agree   ","Strongly Disagree","Often","Disagree","Strongly Disagree","Disagree","Disagree","Neutral","Often","Strongly Disagree","Often","Strongly Disagree","Disagree","Always","Strongly Disagree","Always",NA,"Often",25,"No"
"421","Male  ",18,"Full-time","Not employed",10,4,8,3,"Often    ",0,2,7,25,0,0,0,"Yes","Yes","Always   ",1,"Always   ",8,"Neutral          ","Strongly Disagree","Strongly Agree   ","Agree            ","Agree            ","Agree            ","Disagree         ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral","Strongly Disagree","Always","Often","Disagree","Often","Often","Neutral","Often","Neutral","Neutral","Neutral","Often","Often","Always","Always",34,"No"
"422","Male  ",18,"Full-time","Not employed",7,5,11,3,"Always   ",0,0,20,20,0,0,0,"Yes","Yes","Always   ",0,"Often    ",7.6,"Strongly Agree   ","Neutral          ","Neutral          ","Strongly Disagree","Strongly Agree   ","Strongly Disagree","Agree            ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral          ","Disagree         ","Always","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Disagree","Always","Always","Often",14,"No"
"423","Male  ",30,"Full-time","Part-time   ",8,6,14,3,"Always   ",0,0,2,7.5,2,0,0,"No ","No ","         ",0,"Sometimes",0,"Disagree         ","Neutral          ","Agree            ","Disagree         ","Agree            ","Neutral          ","Agree            ","Strongly Agree   ","Disagree         ","Strongly Disagree","Disagree         ","Strongly Agree   ","Strongly Disagree","Disagree","Neutral","Often","Disagree","Disagree","Neutral","Disagree","Always","Disagree","Strongly Disagree","Disagree","Always","Strongly Disagree","Always",NA,"Sometims",25,"Yes"
"424","Male  ",30,"Full-time","Full-time   ",9.5,3,28,4,"Always   ",0,8,16,2,0,0,2,"No ","Yes","Never    ",1,"Rarely   ",4,"Strongly Agree   ","Agree            ","Strongly Agree   ","Strongly Disagree","Strongly Agree   ","Disagree         ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Disagree         ","Disagree         ","Strongly Agree   ","Strongly Disagree","Always","Often","Always","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Always","Disagree","Disagree","Always","Strongly Disagree","Always","Never","Rarely",22,"No"
"425","Male  ",18,"Full-time","Full-time   ",4,4,16,2,"Always   ",0,1,25,1,0,1,0,"No ","Yes","Often    ",0,"Always   ",4,"Neutral          ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Strongly Agree   ","Neutral          ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral","Disagree","Often","Disagree","Neutral","Always","Neutral","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Always","Often","Always",24,"No"
"426","Male  ",19,"Full-time","Not employed",8,5,6,3,"Always   ",0,0,3,15,1.5,0,0,"Yes","Yes","Always   ",1,"Sometimes",6.5,"Agree            ","Disagree         ","Neutral          ","Disagree         ","Agree            ","Agree            ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Strongly Disagree","Often","Disagree","Neutral","Disagree","Disagree","Often","Disagree","Neutral","Disagree","Disagree","Disagree","Often","Strongly Disagree","Always","Always","Sometims",24,"Yes"
"427","Male  ",18,"Full-time","Not employed",4,4,1,2.5,"Often    ",15,0,21,3,25,0,0,"Yes","Yes","Often    ",0,"Often    ",3,"Disagree         ","Strongly Disagree","Strongly Disagree","Disagree         ","Agree            ","Agree            ","Neutral          ","Strongly Disagree","Neutral          ","Agree            ","Neutral          ","Agree            ","Neutral          ","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Often","Neutral","Strongly Disagree","Neutral","Often","Neutral","Often","Neutral","Often","Often","Often",29,"Yes"
"428","Male  ",25,"Full-time","Part-time   ",7,5,15,3.79,"Always   ",0,0,5,20,10,0,0,"No ","Yes","Often    ",1,"Sometimes",5,"Strongly Agree   ","Neutral          ","Agree            ","Disagree         ","Agree            ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Always","Neutral","Often","Disagree","Disagree","Often","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Often","Sometims",23,"Yes"
"429","Male  ",20,"Full-time","Full-time   ",6,4,20,3.5,"Always   ",0.025,4,5,5,15,0,1,"No ","Yes","Often    ",1,"Always   ",40,"Strongly Agree   ","                 ","Strongly Disagree","Strongly Agree   ","Strongly Disagree","Strongly Agree   ","Strongly Disagree","Disagree         ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Always",NA,"Strongly Disagree","Always","Always","Always","Always","Disagree","Always","Always","Always","Always","Always","Always","Often","Always",47,"Yes"
"430","Male  ",18,"Full-time","Not employed",10,4,15,2.5,"Always   ",0,0,4,10,0,1,1,"Yes","Yes","Always   ",2,"Sometimes",7,"Neutral          ","Neutral          ","Agree            ","Agree            ","Strongly Agree   ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral","Neutral","Often","Often","Strongly Disagree","Neutral","Often","Neutral","Neutral","Neutral","Neutral","Often","Neutral","Always","Always","Sometims",31,"No"
"431","Male  ",19,"Full-time","Not employed",4,5,36,3,"Always   ",0,5,0,2,0,0,0,"Yes","No ","         ",0,"Rarely   ",6,"Agree            ","Neutral          ","Agree            ","Agree            ","Neutral          ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Strongly Disagree","Disagree         ","Agree            ","Often","Neutral","Often","Often","Neutral","Often","Often","Neutral","Disagree","Disagree","Strongly Disagree","Disagree","Often","Always",NA,"Rarely",29,"No"
"432","Male  ",18,"Full-time","Not employed",5,4,20,2.5,"Always   ",0,0,3,10,0,0,0,"Yes","   ","         ",1,"Often    ",0,"Neutral          ","Strongly Disagree","Strongly Disagree","Neutral          ","Neutral          ","Strongly Agree   ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Strongly Disagree","Neutral          ","Neutral          ","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Always","Neutral","Often","Neutral","Neutral","Strongly Disagree","Neutral","Neutral","Always",NA,"Often",31,"No"
"433","Male  ",19,"Full-time","Part-time   ",6,5,1,3,"Always   ",0,0,0,2,10,0,0,"Yes","Yes","Never    ",0,"Always   ",6,"Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Disagree         ","Agree            ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Always","Always","Always","Disagree","Disagree","Often","Neutral","Disagree","Disagree","Often","Disagree","Neutral","Disagree","Always","Never","Always",26,"Yes"
"434","Male  ",30,"Full-time","Full-time   ",7,6,25,3.75,"Always   ",0,0,7,15,0,0,0,"No ","Yes","Sometimes",0,"Rarely   ",2,"Agree            ","Neutral          ","Agree            ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Neutral","Often","Neutral","Disagree","Disagree","Often","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Always","Sometims","Rarely",24,"No"
"435","Male  ",19,"Full-time","Not employed",6,4,6,2.5,"Always   ",0,0,0,0,0,0,0,"No ","Yes","Always   ",0,"Rarely   ",7.5,"Agree            ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree   ","Neutral          ","Strongly Agree   ","Neutral          ","Disagree         ","Strongly Disagree","Strongly Disagree","Neutral          ","Strongly Disagree","Often","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Neutral","Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Always","Always","Rarely",17,"No"
"436","Male  ",23,"Full-time","Part-time   ",8,6,3.5,3,"Often    ",0,0,10,4.5,2.5,1,0,"No ","Yes","Often    ",1,"Often    ",2,"Agree            ","Strongly Disagree","Agree            ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Often","Strongly Disagree","Often","Disagree","Disagree","Neutral","Neutral","Disagree","Disagree","Often","Disagree","Disagree","Disagree","Often","Often","Often",24,"Yes"
"437","Male  ",21,"Full-time","Part-time   ",7,5,2,2.5,"Often    ",0,0,0,5,0,1,0,"Yes","Yes","Never    ",3,"Always   ",0,"Neutral          ","Strongly Disagree","Strongly Agree   ","Strongly Disagree","Agree            ","Disagree         ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Strongly Disagree","Disagree         ","Strongly Disagree","Neutral","Strongly Disagree","Always","Strongly Disagree","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Often","Never","Always",18,"No"
"438","Male  ",22,"Full-time","Full-time   ",4,5,8,3,"Often    ",0,0,5,7,0,2,0,"Yes","No ","         ",2,"Sometimes",5.5,"Agree            ","Neutral          ","Strongly Agree   ","Strongly Agree   ","Neutral          ","Agree            ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Disagree         ","Agree            ","Neutral          ","Often","Neutral","Always","Always","Neutral","Often","Often","Strongly Disagree","Disagree","Disagree","Disagree","Often","Neutral","Often",NA,"Sometims",30,"No"
"439","Male  ",19,"Full-time","Part-time   ",6,4,6,3,"Always   ",0,0,0,2,0,2,0,"Yes","Yes","Always   ",2,"Rarely   ",7,"Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Strongly Agree   ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Often","Often","Often","Disagree","Always","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Always","Rarely",25,"No"
"440","Male  ",19,"Full-time","Part-time   ",7,5,6,3,"Always   ",0,0,0,15,1,2,1,"Yes","No ","         ",0,"Sometimes",8,"Agree            ","Disagree         ","Agree            ","Strongly Disagree","Agree            ","Disagree         ","Agree            ","Strongly Disagree","Strongly Disagree","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Often","Disagree","Often","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Always",NA,"Sometims",16,"Yes"
"441","Male  ",20,"Full-time","Not employed",7,6,15,3.5,"Often    ",0,0,14,20,25,0,0,"No ","Yes","Rarely   ",4,"Sometimes",5,"Agree            ","Disagree         ","Strongly Disagree","Neutral          ","Agree            ","Agree            ","Disagree         ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree         ","Often","Disagree","Strongly Disagree","Neutral","Disagree","Often","Often","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Often","Rarely","Sometims",20,"Yes"
"442","Male  ",18,"Full-time","Not employed",7,4,8,3.5,"Always   ",0,0,2,6,0,1,2,"No ","Yes","Always   ",2,"Sometimes",26,"Strongly Agree   ","Agree            ","Neutral          ","Disagree         ","Strongly Agree   ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Always","Often","Neutral","Disagree","Strongly Disagree","Disagree","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Always","Sometims",21,"No"
"443","Male  ",25,"Full-time","Part-time   ",7,5,10,3.8,"Always   ",0,0,5,5,10,0,0,"No ","Yes","Often    ",1,"Sometimes",5,"Agree            ","Disagree         ","Agree            ","Disagree         ","Agree            ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Often","Disagree","Often","Disagree","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Always","Often","Sometims",20,"Yes"
"444","Male  ",24,"Full-time","Part-time   ",4,5,5.5,2,"Always   ",0,0,0,3,0,0,0,"No ","Yes","Always   ",1,"Sometimes",1,"Neutral          ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Agree            ","Agree            ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Neutral          ","Neutral","Disagree","Neutral","Neutral","Disagree","Neutral","Often","Often","Often","Always","Always","Always","Neutral","Always","Always","Sometims",38,"No"
"445","Male  ",20,"Full-time","Part-time   ",7,4,3,3.25,"Often    ",15,2,2,6,20,0,0,"No ","Yes","Often    ",0,"Often    ",3,"Agree            ","Agree            ","Strongly Agree   ","Disagree         ","Agree            ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Often","Often","Always","Disagree","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Neutral","Disagree","Often","Often","Often",22,"Yes"
"446","Male  ",19,"Part-time","Full-time   ",6,2,4,2.5,"Always   ",0,0,4,6,6,0,0,"No ","Yes","Often    ",0,"Sometimes",8,"Strongly Agree   ","Strongly Disagree","Agree            ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Always","Strongly Disagree","Often","Often","Disagree","Often","Often","Disagree","Neutral","Disagree","Disagree","Disagree","Often","Always","Often","Sometims",29,"Yes"
"447","Male  ",28,"Full-time","Part-time   ",6,5,22.5,2.8,"Always   ",0,0,0,8,1.5,0,0,"No ","Yes","Never    ",2,"Sometimes",3,"Neutral          ","Strongly Disagree","Neutral          ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Strongly Disagree","Strongly Disagree","Disagree         ","Disagree         ","Neutral","Strongly Disagree","Neutral","Disagree","Disagree","Disagree","Neutral","Neutral","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Always","Never","Sometims",20,"Yes"
"448","Male  ",18,"Full-time","Part-time   ",8,4,3,2.5,"Always   ",0,1,20,10,2,1,0,"Yes","Yes","Rarely   ",2,"Always   ",0,"Agree            ","Disagree         ","Agree            ","Strongly Agree   ","Neutral          ","Strongly Agree   ","Agree            ","Strongly Agree   ","Disagree         ","Agree            ","Agree            ","Strongly Agree   ","Disagree         ","Often","Disagree","Often","Always","Neutral","Always","Disagree","Always","Disagree","Often","Often","Always","Disagree","Always","Rarely","Always",37,"Yes"
"449","Male  ",18,"Full-time","Not employed",8,4,3,4,"Always   ",0,0,6,10,0,2,0,"Yes","No ","         ",1,"Often    ",5.25,"Neutral          ","Neutral          ","Strongly Disagree","Strongly Disagree","Strongly Agree   ","Disagree         ","Agree            ","Strongly Disagree","Neutral          ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Neutral","Disagree","Disagree","Neutral","Disagree","Always",NA,"Often",19,"No"
"450","Male  ",18,"Full-time","Part-time   ",5,5,12,3,"Always   ",0,2,5,6,0,0,0,"Yes","No ","Always   ",0,"Rarely   ",5,"Agree            ","Strongly Disagree","Neutral          ","Agree            ","Neutral          ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Often","Strongly Disagree","Neutral","Often","Neutral","Often","Disagree","Often","Often","Often","Often","Often","Often","Always","Always","Rarely",37,"No"
"451","Male  ",18,"Full-time","Not employed",7,5,12,3,"Always   ",0,0,14,6,0,0,0,"Yes","No ","         ",0,"Often    ",3,"Agree            ","Agree            ","Neutral          ","Strongly Disagree","Strongly Agree   ","Neutral          ","Agree            ","Disagree         ","Strongly Disagree","Disagree         ","Strongly Disagree","Neutral          ","Disagree         ","Often","Often","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Neutral","Disagree","Always",NA,"Often",18,"No"
"452","Male  ",19,"Full-time","Part-time   ",7.5,4,10,3.5,"Always   ",0,2,1,4,0,3,1,"Yes","No ","         ",1,"Often    ",1,"Neutral          ","Strongly Disagree","Neutral          ","Disagree         ","Agree            ","Agree            ","Neutral          ","Strongly Disagree","Neutral          ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Neutral","Strongly Disagree","Neutral","Disagree","Disagree","Often","Neutral","Strongly Disagree","Neutral","Neutral","Disagree","Often","Neutral","Always",NA,"Often",27,"No"
"453","Male  ",20,"Full-time","Full-time   ",4,4,5,3.5,"Always   ",0,0,0,6,0,0,0,"No ","No ","Always   ",0,"Rarely   ",2,"Agree            ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Strongly Agree   ","Neutral          ","Disagree         ","Agree            ","Agree            ","Agree            ","                 ","Neutral          ","Often","Neutral","Disagree","Neutral","Neutral","Always","Neutral","Disagree","Often","Often","Often",NA,"Neutral","Always","Always","Rarely",31,"No"
"454","Male  ",18,"Full-time","Not employed",7,5,6,2.5,"Often    ",0,0,12,2,4,1,0,"No ","Yes","Always   ",0,"Sometimes",10,"Neutral          ","Disagree         ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Often","Neutral","Neutral","Often","Neutral","Often","Always","Sometims",32,"Yes"
"455","Male  ",20,"Full-time","Part-time   ",5,4,1,3.5,"Always   ",0,0,0,1,0,1,0,"No ","Yes","Never    ",2,"Sometimes",7,"Neutral          ","Neutral          ","Strongly Disagree","Disagree         ","Agree            ","Agree            ","Neutral          ","Agree            ","Strongly Agree   ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Neutral          ","Neutral","Neutral","Strongly Disagree","Disagree","Disagree","Often","Neutral","Often","Always","Always","Disagree","Always","Neutral","Always","Never","Sometims",35,"No"
"456","Male  ",18,"Full-time","Part-time   ",5,4,5,NA,"Always   ",0,4,0,10,0,1,0,"Yes","Yes","Always   ",2,"Often    ",8,"Strongly Agree   ","Agree            ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Always","Often","Often","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Always","Always","Often",30,"No"
"457","Male  ",20,"Full-time","Not employed",8,5,10,3.5,"Always   ",0,0,15,20,2,0,0,"No ","Yes","Always   ",0,"Often    ",2,"Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Often","Neutral","Neutral","Often","Neutral","Often","Neutral","Disagree","Often","Neutral","Disagree","Often","Neutral","Always","Always","Often",32,"Yes"
"458","Male  ",18,"Full-time","Full-time   ",7,4,4,3,"Always   ",0,1,14,3,0,2,0,"Yes","No ","         ",0,"Rarely   ",30,"Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","                 ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Often","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Always",NA,"Rarely",27,"No"
"459","Male  ",18,"Full-time","Not employed",7,4,7,NA,"Always   ",0,0,6,10,0,0,0,"No ","No ","         ",1,"Rarely   ",1,"Agree            ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Strongly Agree   ","Disagree         ","Agree            ","Disagree         ","Agree            ","Strongly Disagree","Disagree         ","Agree            ","Often","Neutral","Disagree","Often","Neutral","Always","Often","Often","Disagree","Often","Strongly Disagree","Disagree","Often","Always",NA,"Rarely",33,"No"
"460","Male  ",18,"Full-time","Part-time   ",8.5,4,28,2,"Always   ",0,8,0,5,0,0,0,"Yes","Yes","Always   ",1,"Rarely   ",1.5,"Agree            ","Disagree         ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Strongly Disagree","Strongly Disagree","Disagree         ","Disagree         ","Neutral          ","Often","Disagree","Neutral","Neutral","Neutral","Often","Neutral","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Neutral","Always","Always","Rarely",24,"No"
"461","Male  ",21,"Full-time","Part-time   ",7,5,4,2.9,"Always   ",0,0,2,10,2,2,0,"Yes","No ","         ",0,"Never    ",2,"Agree            ","Neutral          ","Agree            ","Disagree         ","Agree            ","Strongly Disagree","Strongly Agree   ","Neutral          ","Neutral          ","Agree            ","Strongly Disagree","Neutral          ","Strongly Disagree","Often","Neutral","Often","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Often","Strongly Disagree","Neutral","Strongly Disagree","Always",NA,"Never",21,"Yes"
"462","Male  ",29,"Part-time","Full-time   ",7,2,3,3,"Often    ",0,0,0,10,0,0,0,"Yes","Yes","Rarely   ",4,"Often    ",10,"Disagree         ","Disagree         ","Agree            ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Disagree","Disagree","Often","Disagree","Disagree","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Often","Rarely","Often",21,"No"
